years,place,lat,lon
48,west linn,45.365676,-122.612314
30,winter springs,28.698885,-81.308123
0,sanger,36.708006,-119.555965
17,newburyport,42.812591,-70.877275
45,cambria,35.564138,-121.080747
26,ellerbe,35.071261,-79.761439
30,hendersonville,36.304773,-86.619996
10,sallisaw,35.460371,-94.787446
13,north attleborough,41.969552,-71.356544
33,verona,42.990831,-89.533177
40,walden,41.561205,-74.188481
43,gilbert,33.352826,-111.789027
48,pemberville,41.410885,-83.461040
49,leonia,40.861489,-73.988194
19,canutillo,31.911492,-106.600269
46,hahira,30.991306,-83.372658
11,brownsville,40.023685,-79.883936
36,alton,38.890604,-90.184276
22,oswego,43.455346,-76.510497
18,spring hill,28.483168,-82.536987
50,hop bottom,41.705911,-75.766302
18,ashland,38.478414,-82.637939
22,louisiana,39.448935,-91.051526
42,cambridge,40.031183,-81.588456
47,flossmoor,41.542812,-87.684768
8,sound beach,40.956210,-72.967881
35,charlestown,41.383216,-71.641874
49,jamestown,46.910544,-98.708436
8,bealeton,38.583044,-77.767773
3,hot springs,37.999399,-79.831587
46,centereach,40.858432,-73.099554
29,nashville,35.974598,-77.965541
25,wentzville,38.811440,-90.852911
37,marysville,39.841113,-96.647242
2,dansville,42.560900,-77.696106
43,mchenry,42.333355,-88.266753
15,randolph,40.847806,-74.574725
27,winner,43.376666,-99.859007
18,mount holly,39.993144,-74.787939
11,hollandale,33.169011,-90.853989
10,clive,41.606087,-93.772360
35,edinboro,41.874222,-80.131724
32,strasburg,39.738316,-104.323292
42,vineyard haven,41.454279,-70.603639
36,ashland,40.868668,-82.318218
7,stoneville,36.466527,-79.906985
12,foresthill,39.020177,-120.817989
20,fairfield,39.345467,-84.560319
46,kingston,41.927037,-73.997361
36,manhattan beach,33.884736,-118.410909
4,houston,43.763299,-91.568476
6,rehoboth beach,38.720945,-75.076014
37,henryetta,35.439826,-95.981943
29,marblehead,42.499958,-70.857802
39,st. louis,38.627002,-90.199404
34,dolton,41.638924,-87.607268
24,darlington,34.299876,-79.876174
46,sidney,42.314802,-75.391567
19,plymouth,41.958446,-70.667262
36,independence,41.368665,-81.637903
40,atlantic beach,34.699050,-76.740211
15,moreno valley,33.942466,-117.229672
13,dickinson,29.460788,-95.051317
47,pen argyl,40.868706,-75.254903
3,leander,30.578805,-97.853069
45,plainfield,39.704212,-86.399439
46,howell,40.164578,-74.208267
6,jessup,39.149275,-76.775249
34,norwich,43.715348,-72.307869
16,grand junction,39.063871,-108.550649
46,pass christian,30.315753,-89.247543
2,mackinaw city,45.777499,-84.727146
45,putnam,41.906111,-71.870278
28,newport beach,33.618910,-117.928947
41,london,42.986950,-81.243177
11,tillamook,45.456216,-123.844014
17,sedona,34.869740,-111.760990
4,la porte,29.665784,-95.019373
9,wanaque,41.038152,-74.294038
36,cumby,33.137337,-95.839408
1,ravenswood,38.948137,-81.760965
24,rio grande,38.879522,-82.380432
23,grinnell,41.743611,-92.724722
29,taylor,30.570755,-97.409444
7,austinburg,41.771986,-80.854759
13,lake arrowhead,34.248340,-117.189208
19,ellicott city,39.267328,-76.798307
5,espanola,35.991038,-106.081823
6,caro,43.491132,-83.396897
33,rossville,34.983131,-85.286068
22,osage beach,38.150311,-92.617962
25,pilot mountain,36.386527,-80.469502
2,gravenhurst,44.919643,-79.374183
8,neptune,40.200547,-74.031416
30,holland,30.878242,-97.401670
11,mount pleasant,33.156786,-94.968269
27,tampa,27.950575,-82.457178
36,delmar,42.622023,-73.832623
29,santa paula,34.354166,-119.059270
10,marion,37.332829,-88.081135
5,hailey,43.519629,-114.315324
40,onalaska,43.884409,-91.235139
31,alachua,29.793814,-82.494423
48,grimsby,43.194213,-79.562419
47,midland,43.615582,-84.247212
30,heber city,40.507009,-111.413323
6,shingle springs,38.664429,-120.934402
49,cranford,40.658421,-74.299593
28,san francisco,37.774929,-122.419416
38,greenville,40.102826,-84.633012
11,tell city,37.951445,-86.767766
11,saint martinville,30.123144,-91.829482
37,gary,41.593370,-87.346427
19,springville,40.165233,-111.610753
42,billings,45.783286,-108.500690
38,bedford,42.946329,-71.513201
18,auburn,39.591720,-89.746487
20,middletown,39.449556,-75.716321
13,hattiesburg,31.327119,-89.290339
6,vacaville,38.356577,-121.987744
36,concord,37.977978,-122.031073
22,kellogg,47.538256,-116.119333
49,warner,43.281944,-71.828056
31,west des moines,41.577212,-93.711332
2,aiken,33.560417,-81.719553
2,firebaugh,36.858838,-120.456007
34,new britain,41.661210,-72.779542
39,dayton,39.758948,-84.191607
14,chevy chase,38.994915,-77.077205
32,palmyra,37.860987,-78.263343
41,steilacoom,47.169820,-122.602627
47,spring arbor,42.205038,-84.552739
47,staunton,38.149576,-79.071696
45,wildomar,33.598913,-117.280037
32,apalachicola,29.725768,-84.983244
45,oneonta,33.948154,-86.472764
29,marina del rey,33.980289,-118.451745
44,millersville,39.997876,-76.354127
39,south el monte,34.051955,-118.046734
46,eastsound,48.696655,-122.906059
17,jim thorpe,40.875923,-75.732413
24,shippensburg,40.050645,-77.520265
17,jacksonville,30.332184,-81.655651
8,buena park,33.867514,-117.998118
12,boalsburg,40.775618,-77.792499
21,thorold,43.108028,-79.214978
19,manchester,42.577834,-70.767597
10,orland park,41.630310,-87.853943
36,marysville,40.236449,-83.367143
33,seabrook island,32.577128,-80.170652
4,oxford,33.614271,-85.834965
39,saint helena,38.505243,-122.470387
8,levittown,40.155110,-74.828775
10,galax,36.661239,-80.923967
17,bangor,40.865652,-75.206568
33,east jordan,45.158063,-85.124225
48,pitt meadows,49.265602,-122.643197
4,mocksville,35.894026,-80.561449
18,hillsboro,45.522894,-122.989827
36,redding,40.586540,-122.391675
6,brockville,44.589524,-75.684286
50,jefferson,39.362090,-77.531992
10,chippewa falls,44.936905,-91.392935
6,fresno,36.746842,-119.772587
1,three rivers,41.943937,-85.632493
33,litchfield park,33.493374,-112.357936
24,wadesboro,34.968210,-80.076727
17,waterloo,42.492764,-92.342963
12,cadiz,40.272845,-80.996763
14,newington,41.697300,-72.722829
1,pico rivera,33.983069,-118.096735
22,east st. louis,38.615556,-90.127778
18,lapeer,43.051416,-83.318834
46,munford,35.449250,-89.815083
9,middlesex,40.572603,-74.492654
14,carlstadt,40.840378,-74.090697
31,madison,40.759823,-74.417097
23,philadelphia,32.771523,-89.116727
26,kenvil,40.879602,-74.618591
14,leesburg,28.810823,-81.877858
17,st. paul park,44.839450,-92.994968
45,fairview,35.514006,-82.395951
46,cresskill,40.941487,-73.959304
15,ozark,37.020886,-93.206016
23,mount kisco,41.204262,-73.727076
47,industry,40.644510,-80.416176
42,blue island,41.657256,-87.680049
42,providence,41.823989,-71.412834
41,westminster,33.751342,-117.993992
22,inwood,40.622049,-73.746799
45,broken arrow,36.056561,-95.783519
21,crawfordville,30.194484,-84.371121
45,portland,27.877246,-97.323881
36,oswego,41.682807,-88.351460
18,weston,42.366763,-71.303113
50,hillsdale,41.920047,-84.630510
46,woburn,42.479262,-71.152276
1,kearney,39.367780,-94.362170
1,pasadena,39.107332,-76.571075
50,manassas,38.750949,-77.475267
42,washington,38.907231,-77.036464
19,jackson,32.298757,-90.184810
40,hawkins,32.588474,-95.204113
9,council bluffs,41.261944,-95.860833
6,homestead,25.468722,-80.477557
26,holden,42.351758,-71.863406
21,dedham,42.241192,-71.166143
7,auburn,38.896565,-121.076890
16,cave city,37.136717,-85.956919
22,cocoa beach,28.320007,-80.607551
12,tuxedo park,41.201389,-74.201667
21,bedford,41.204262,-73.643740
3,cayce,33.965709,-81.073983
0,clementon,39.811503,-74.982944
18,huntington,40.868154,-73.425676
26,freeland,48.009537,-122.525983
18,lake city,33.870996,-79.755345
6,marana,32.436381,-111.222442
19,gillette,44.291092,-105.502220
19,moville,42.488881,-96.072519
46,cheboygan,45.646956,-84.474480
16,issaquah,47.530101,-122.032619
15,bensalem,40.105227,-74.938413
50,dublin,32.540445,-82.903754
40,berkeley,37.871593,-122.272747
47,markham,43.856100,-79.337019
26,brockton,42.083433,-71.018379
14,la canada flintridge,34.206818,-118.200028
44,new martinsville,39.644521,-80.857599
3,modesto,37.639097,-120.996878
44,east providence,41.813712,-71.370054
47,erin,43.775802,-80.068710
33,douglasville,33.751497,-84.747714
38,keizer,44.990119,-123.026208
13,palm coast,29.584974,-81.207841
13,meyersdale,39.813693,-79.024748
50,temple hills,38.814002,-76.945530
17,cullman,34.174821,-86.843612
30,scottville,43.954728,-86.280079
38,west bloomfield township,42.567853,-83.373339
47,freeport,30.498252,-86.136052
46,scotland,39.968533,-77.587283
10,mccormick,33.913458,-82.293459
35,turlock,37.494657,-120.846594
26,troy,35.358474,-79.894490
6,batesville,39.300051,-85.222184
14,bay city,28.982757,-95.969402
9,buena vista,37.734300,-79.353924
20,woodstock,42.040925,-74.118197
48,vermilion,41.421989,-82.364607
50,bethlehem,41.639167,-73.208611
25,haslet,32.974847,-97.347796
47,clintonville,44.620535,-88.762323
13,gretna,41.140455,-96.243684
10,kinston,35.262664,-77.581635
44,bend,44.058173,-121.315310
3,reidsville,32.086861,-82.117898
42,fairfield,38.378937,-88.359768
34,orchard park,42.767559,-78.743919
7,carson city,39.163798,-119.767403
26,linden,40.622048,-74.244590
19,abbeville,34.178172,-82.379015
20,newaygo,43.419743,-85.800051
12,olive branch,34.961760,-89.829532
30,ida,41.878673,-83.570964
2,mascoutah,38.490327,-89.793154
13,st. john,38.002237,-98.760089
47,mantua,41.283944,-81.223991
16,park hills,37.854218,-90.518180
10,jackson,37.553146,-83.383513
25,north versailles,40.379791,-79.809492
7,scott city,38.482519,-100.907095
40,dayton,30.046605,-94.885203
41,lake havasu city,34.483901,-114.322455
38,santa barbara,34.420831,-119.698190
20,far hills,40.684268,-74.635715
40,stanton,33.802515,-117.993117
44,portales,34.186192,-103.334398
30,denver,42.671372,-92.337405
24,williamson,37.674268,-82.277363
19,easton,42.024544,-71.128659
10,pekin,40.567539,-89.640658
12,brewster,48.095978,-119.780617
5,montville,41.463992,-72.155619
32,brunswick,39.314268,-77.627768
49,lafayette hill,40.092749,-75.253154
20,new kensington,40.569789,-79.764770
40,new braunfels,29.703002,-98.124453
28,madison,34.699258,-86.748332
39,richmond,42.475852,-88.305925
27,napoleon,41.392273,-84.125224
31,naperville,41.785863,-88.147289
11,smyrna,35.982841,-86.518604
49,east moline,41.500867,-90.444298
5,madison,43.073052,-89.401230
42,guelph,43.544805,-80.248167
13,union grove,42.688074,-88.051473
5,becket,42.331990,-73.082937
6,clayton,35.650711,-78.456391
42,colonial beach,38.254574,-76.963583
11,ellenville,41.717038,-74.395710
25,reading,40.335648,-75.926875
28,stonewall,30.236036,-98.664477
21,kokomo,40.486427,-86.133603
18,amherst,41.397822,-82.222377
34,ithaca,43.291697,-84.607500
14,dublin,40.099229,-83.114077
21,saddle brook,40.904008,-74.100732
6,concord,35.408752,-80.579511
2,ludlow,42.160094,-72.475919
27,garden city,40.726768,-73.634295
34,whitesburg,37.118432,-82.826826
39,perry hall,39.412607,-76.463574
39,manorville,40.873710,-72.807879
1,lewiston,46.400409,-117.001189
13,jennings,30.222428,-92.657085
18,muscle shoals,34.744811,-87.667529
47,destin,30.393534,-86.495783
43,waukesha,43.011678,-88.231481
4,brooklet,32.379629,-81.663166
49,williams bay,42.578072,-88.540933
33,oakwood,34.227602,-83.884345
40,fairborn,39.820892,-84.019379
24,clarendon hills,41.797531,-87.954783
29,somerset,29.226350,-98.657798
39,clarks summit,41.488689,-75.708525
35,troy,38.979492,-90.980695
5,princeton,41.368092,-89.464815
9,richland,46.285691,-119.284462
2,muenster,33.651774,-97.376409
20,marshfield,44.668852,-90.171799
17,fort washington,38.707338,-77.023031
8,pullman,46.731275,-117.179616
27,port moody,49.290114,-122.845611
13,carnesville,34.369827,-83.235155
13,battle creek,42.321152,-85.179714
25,westminster,42.545923,-71.910631
13,imperial,40.450516,-80.244466
35,west covina,34.068621,-117.938953
31,madisonville,30.949911,-95.911619
42,hurricane,37.175261,-113.289948
50,long grove,42.178358,-87.997852
8,harrison,44.110348,-70.679229
48,watertown,44.963574,-93.847189
49,pismo beach,35.142753,-120.641283
41,millis,42.166966,-71.351738
29,piney flats,36.419272,-82.304854
32,warsaw,38.243081,-93.381871
29,north las vegas,36.198859,-115.117501
37,atoka,34.385926,-96.128325
5,kenansville,34.962388,-77.962207
44,south plainfield,40.579270,-74.411540
42,jackson,39.052017,-82.636554
41,dumas,35.865595,-101.973235
16,cleveland,34.597040,-83.763237
19,columbia,38.951705,-92.334072
9,catasauqua,40.654819,-75.474627
24,brewer,44.796738,-68.761425
30,janesville,42.682789,-89.018722
23,palm bay,28.034462,-80.588665
50,burlington,39.027560,-84.724113
1,palmetto,33.517891,-84.669655
6,mont-tremblant,46.212718,-74.587966
2,madison,38.735893,-85.379958
42,red wing,44.566069,-92.536956
44,cross river,41.262325,-73.614534
20,east greenwich,41.645556,-71.477500
18,prosper,33.236228,-96.801110
3,fort mitchell,39.047205,-84.559917
2,syosset,40.826210,-73.502068
19,solana beach,32.991155,-117.271148
27,fayetteville,35.052664,-78.878358
39,brossard,45.454706,-73.470661
46,andrews,35.201755,-83.824067
50,london,39.886449,-83.448253
0,american canyon,38.174918,-122.260804
23,oxford,39.506997,-84.745231
45,davenport,41.523644,-90.577637
10,cornish,43.804798,-70.801173
29,east wenatchee,47.415682,-120.293126
8,stilwell,35.814530,-94.628555
5,morgan hill,37.130501,-121.654390
2,eatonville,46.867326,-122.266502
0,washington,40.758433,-74.979338
47,st. george,37.096528,-113.568416
3,thorofare,39.842209,-75.196935
45,walnut,34.020289,-117.865339
33,stayton,44.800677,-122.794533
48,avon,35.352185,-75.510844
38,anna maria,27.531147,-82.733433
30,south bend,41.676354,-86.251990
17,mendocino,39.307674,-123.799459
35,la plata,38.529288,-76.975251
1,gunter,33.447888,-96.747494
46,jefferson,36.420403,-81.473438
1,islip,40.729821,-73.210393
43,perry,41.760326,-81.140932
26,taos,36.407249,-105.573066
12,hurst,32.823462,-97.170568
27,catonsville,39.272051,-76.731916
0,bayonne,40.668714,-74.114309
46,forest lake,45.278856,-92.985218
7,verona,40.506457,-79.843105
37,san jose,37.339386,-121.894955
14,banning,33.925571,-116.876410
10,dixon,41.838921,-89.479548
42,youngsville,36.024873,-78.474444
27,san antonio,29.424122,-98.493628
16,oneonta,42.452857,-75.063775
14,riverton,40.011501,-75.014893
19,versailles,38.052576,-84.729946
3,lodi,41.033389,-82.012091
48,bloomfield hills,42.583645,-83.245488
43,woonsocket,42.002876,-71.514784
9,chatham,40.740934,-74.383762
34,pacific,38.481998,-90.741519
24,summerville,34.480642,-85.347734
19,bellmawr,39.867613,-75.094618
27,north kingstown,41.580556,-71.453889
22,wayne,40.043998,-75.387690
14,altamont,39.061988,-88.748111
48,harrison,44.019186,-84.799468
40,truckee,39.327962,-120.183253
42,brockport,43.213671,-77.939180
4,manteno,41.250588,-87.831432
17,alden,42.900060,-78.491967
41,mineral point,42.859997,-90.179847
32,morton grove,42.040585,-87.782562
41,commack,40.842876,-73.292894
21,buzzards bay,41.745383,-70.618087
44,corryton,36.152869,-83.784746
19,brevard county,28.263933,-80.721442
23,mountain city,36.474564,-81.804838
41,lodi,40.882321,-74.083197
24,milton,30.632415,-87.039688
26,batavia,41.850028,-88.312574
8,coatesville,39.983162,-75.823836
34,florence,34.799810,-87.677251
50,berea,41.366161,-81.854303
24,american fork,40.376895,-111.795764
46,kirkland,47.681487,-122.208735
23,albany,31.578507,-84.155741
50,quinlan,32.910400,-96.135529
7,wilkesboro,36.145965,-81.160640
25,glencoe,42.135027,-87.758119
9,northville,42.431146,-83.483269
29,windsor,40.242078,-74.581441
42,san dimas,34.106676,-117.806726
12,warsaw,37.958745,-76.758014
42,grove hill,31.708768,-87.777222
27,hillsboro,39.161159,-89.493699
6,jenison,42.907248,-85.791978
41,sand springs,36.139810,-96.108891
11,franklin,42.888627,-88.038419
25,waveland,30.286863,-89.376159
28,woodbridge,38.658172,-77.249705
35,campbellsville,37.343397,-85.341907
19,pigeon,43.830015,-83.269955
26,auburn,42.194539,-71.835627
40,edinburgh,39.354218,-85.966658
46,baytown,29.735505,-94.977427
43,st. john,41.450036,-87.470038
25,southold,41.064822,-72.426196
36,celina,36.550061,-85.505247
12,bell gardens,33.965292,-118.151459
15,ingram,30.077431,-99.240321
23,mcdonough,33.447336,-84.146862
13,waterford,39.186789,-77.610038
0,dowagiac,41.984212,-86.108623
24,lancaster,34.686785,-118.154163
14,canton,42.158432,-71.144773
2,falmouth,43.740556,-70.277222
17,isle of palms,32.798747,-79.754486
14,hillsboro,35.412307,-85.971749
1,bixby,35.942043,-95.883323
4,mantorville,44.069131,-92.755746
34,leitchfield,37.480054,-86.293864
20,waterville,44.552011,-69.631712
46,rifle,39.534702,-107.783120
7,manchester,37.153701,-83.761864
12,manchester,42.485785,-91.457970
48,jonesboro,33.521501,-84.353813
41,essex,41.350367,-72.405239
35,st. matthews,33.664876,-80.777868
13,prince frederick,38.540400,-76.584402
7,williston park,40.756490,-73.644851
11,port lavaca,28.614997,-96.626089
46,strasburg,38.988720,-78.358616
36,park rapids,46.922181,-95.058632
20,chester,38.975390,-76.289399
22,grayling,44.661404,-84.714751
47,oceanside,33.195870,-117.379483
36,st. cloud,28.248902,-81.281180
16,pelham,33.285669,-86.809989
8,salem,38.605613,-86.101089
40,trenton,39.480891,-84.457722
6,carthage,36.252277,-85.951654
43,athol,42.595933,-72.226738
27,runnemede,39.852336,-75.067950
36,hempstead,40.706213,-73.618740
0,twentynine palms,34.135558,-116.054169
45,remer,47.056065,-93.916069
22,hutto,30.542699,-97.546670
37,smithville,39.386944,-94.581066
7,barnegat,39.753175,-74.222918
11,bolivia,34.067671,-78.148328
17,opa-locka,25.902317,-80.250327
42,fitzwilliam,42.780640,-72.141749
26,manchester,42.995640,-71.454789
14,san fernando,34.281946,-118.438972
19,saint clair,38.347558,-90.983403
37,pequot lakes,46.603020,-94.309440
10,uniontown,40.975057,-81.408167
30,timmins,48.475821,-81.330495
44,mount sterling,38.056468,-83.943256
43,sycamore,41.988917,-88.686754
12,la mirada,33.917236,-118.012009
22,morris,45.591944,-95.918889
1,north east,42.215613,-79.834216
3,clarksburg,39.280645,-80.344534
26,cameron,30.853245,-96.976930
49,bradley beach,40.202335,-74.012081
3,crockett,31.318236,-95.456614
8,york,39.962598,-76.727745
21,hackettstown,40.853988,-74.829055
38,bristol,36.595106,-82.188744
44,rosarito,32.358791,-117.048203
23,hartwell,34.352882,-82.932087
11,seal beach,33.741406,-118.104787
24,tontitown,36.177856,-94.233540
17,palos heights,41.668088,-87.796442
44,moundsville,39.920353,-80.743141
34,rockport,42.655651,-70.620322
39,niwot,40.103874,-105.170819
28,strafford,43.327025,-71.184232
29,harlem,33.414583,-82.312624
21,shelley,43.381304,-112.123306
48,haddam,41.477143,-72.512276
25,statesboro,32.448788,-81.783167
42,monmouth,44.238682,-70.035607
29,jefferson,34.117054,-83.572388
36,port arthur,29.884950,-93.939947
17,malden,42.425096,-71.066163
39,sterling,40.625541,-103.207709
20,jamestown,36.427570,-84.931892
12,slatington,40.751175,-75.621686
29,heavener,34.871212,-94.603003
8,st. george,33.185996,-80.575653
46,hanover,42.116667,-70.816667
9,whitehall,40.361181,-79.990885
8,salem,43.172298,-73.327610
10,mansfield,32.563192,-97.141677
45,duryea,41.351321,-75.762439
19,cleveland,41.499495,-81.695409
13,crescent city,29.430251,-81.510629
15,goodyear,33.449806,-112.358214
49,chandler,32.307927,-95.479957
14,goshen,41.582272,-85.834438
37,richmond hill,43.882840,-79.440281
21,brampton,43.683333,-79.766667
26,new westminster,49.205718,-122.910956
43,clayton,44.239491,-76.085776
23,torreon,25.542844,-103.406786
15,hobe sound,27.059498,-80.136432
38,gladwyne,40.049312,-75.277072
20,kilmarnock,37.710414,-76.379669
27,bear,39.629279,-75.658263
6,hillsville,36.762628,-80.734795
14,joliette,46.023222,-73.439239
1,north charleston,32.854620,-79.974810
3,casa grande,32.879502,-111.757352
13,mamaroneck,40.948710,-73.732631
10,machias,44.715079,-67.461376
13,sodus,43.237843,-77.061362
11,fergus,43.705952,-80.377834
48,wauseon,41.549218,-84.141615
5,aylmer,42.772938,-80.982884
44,glencoe,38.577643,-90.667818
7,vevay,38.747840,-85.067172
15,avalon,39.101225,-74.717662
21,holbrook,34.902248,-110.158177
35,leicester,42.245926,-71.908684
0,mount sinai,40.947043,-73.029550
41,minden,32.615428,-93.286835
36,columbia,40.033708,-76.504410
46,vernon,41.818680,-72.479037
37,seekonk,41.808434,-71.336997
31,santa ana,30.539833,-111.119621
25,kershaw,34.551820,-80.583684
45,pecatonica,42.313908,-89.359279
18,rice,45.752900,-94.222328
17,foster,41.853710,-71.758125
35,springfield,39.781721,-89.650148
32,germantown,39.626168,-84.369388
9,prior lake,44.713297,-93.422727
43,cambridge springs,41.803668,-80.056444
49,medina,43.220058,-78.386968
31,chesapeake beach,38.686230,-76.534678
32,mercedes,26.149798,-97.913611
45,hudson,44.974690,-92.756870
2,yellow springs,39.806449,-83.886874
17,bridge city,30.020768,-93.845726
48,romeoville,41.647531,-88.089506
9,susanville,40.416284,-120.653006
37,okawville,38.434216,-89.550368
47,berryville,36.364792,-93.567967
31,dickson,36.077005,-87.387790
49,hamilton,43.250021,-79.866091
45,oakmont,40.521735,-79.842272
9,cusseta,32.306135,-84.777048
24,moulton,34.481206,-87.293353
19,gautier,30.385755,-88.611685
1,glendale heights,41.910307,-88.071735
10,east hampton,40.963434,-72.184801
1,rockville centre,40.658714,-73.641241
19,san benito,26.132576,-97.631101
16,forest park,33.622054,-84.369092
30,suffolk,36.728205,-76.583562
25,benicia,38.049365,-122.158578
32,incline village,39.249683,-119.952685
22,west salem,43.899132,-91.081246
42,charlton,42.135650,-71.970074
42,elmira,42.089796,-76.807734
16,jericho,40.792044,-73.539848
47,durham,35.994033,-78.898619
18,long beach,33.768321,-118.195617
10,california,38.300403,-76.507454
7,brookfield,41.234073,-80.566066
9,corinth,43.244517,-73.832345
45,jarrettsville,39.604550,-76.477742
30,matawan,40.414830,-74.229589
49,columbiana,40.888393,-80.693964
5,southgate,42.213928,-83.193815
19,riverview,27.866136,-82.326481
7,la grange park,41.834753,-87.861726
14,kemp,32.442640,-96.229977
40,dieterich,39.061987,-88.379767
34,schertz,29.552174,-98.269734
4,lancaster,40.037875,-76.305514
25,chapel hill,35.913200,-79.055845
14,lake dallas,33.119287,-97.025564
43,thornwood,41.113834,-73.764916
32,mandeville,30.358251,-90.065631
49,coram,40.868710,-73.001495
5,fort lee,37.249053,-77.332431
15,duncan,48.778691,-123.707942
22,englewood cliffs,40.885377,-73.952360
42,baker,30.588243,-91.168163
47,lodi,43.313878,-89.526509
15,west stockbridge,42.333810,-73.367758
17,trenton,42.139486,-83.178259
32,earlysville,38.152907,-78.462406
6,riverside,33.953349,-117.396156
25,holly ridge,34.495445,-77.554970
17,amherst,42.861475,-71.625349
26,willington,41.885278,-72.261389
0,wheatland,41.831691,-90.838201
27,lithonia,33.712331,-84.105194
1,salome,33.781142,-113.614652
24,weston,26.100365,-80.399775
4,franklin,41.122041,-74.580438
42,bath,35.477109,-76.811605
29,eagle,43.695442,-116.354014
1,kingston,41.261748,-75.896863
5,huntington,38.419250,-82.445154
47,deer park,40.761765,-73.329286
7,port deposit,39.604833,-76.115229
8,franklin,35.925064,-86.868890
50,myrtle beach,33.689060,-78.886694
43,tomball,30.097162,-95.616055
33,orange (obsolete),33.787794,-117.853112
50,mcfarland,35.678010,-119.229275
11,taylor,42.240872,-83.269651
39,eden,36.488471,-79.766703
45,madison heights,37.430976,-79.123080
48,everett,47.978985,-122.202079
5,fishers,39.956755,-86.013350
30,kennett square,39.846777,-75.711603
23,mead,47.766479,-117.355274
1,tioga,48.397244,-102.938238
21,ennis,32.329311,-96.625268
35,altus,34.637765,-99.334044
12,paris,39.611146,-87.696137
33,hampstead,42.874488,-71.180980
13,crystal lake,42.241134,-88.316196
30,nassau,25.060000,-77.345000
25,harpers ferry,39.325379,-77.738882
10,tryon,35.208169,-82.238448
43,norwich,41.524265,-72.075910
37,marco island,25.939741,-81.707535
47,struthers,41.052559,-80.607851
41,wrightsville beach,34.208504,-77.796371
12,manheim,40.163428,-76.394961
9,moultrie,31.179908,-83.789063
3,milltown,40.456216,-74.443207
2,midlothian,32.482361,-96.994449
48,el centro,32.792000,-115.563051
1,birmingham,33.520661,-86.802490
30,estherville,43.401348,-94.839153
47,culver city,34.021122,-118.396467
20,amelia,39.028397,-84.217714
25,east moriches,40.805099,-72.760934
19,marshfield,37.338658,-92.907121
37,bancroft,45.055857,-77.854881
41,rhinelander,45.636623,-89.412075
19,richardson,32.948179,-96.729720
5,fairfax,37.987145,-122.588869
10,morehead,38.183971,-83.432684
17,waterloo,43.464258,-80.520410
15,huntington beach,33.660297,-117.999226
39,stephens city,39.083440,-78.218057
29,milton,43.518299,-79.877404
0,linn,38.485875,-91.850451
10,eden prairie,44.854686,-93.470786
47,plymouth,42.371425,-83.470213
45,belmar,40.178447,-74.021804
43,racine,42.726131,-87.782852
24,steele,36.083959,-89.829251
15,haltom city,32.799574,-97.269182
5,castle rock,39.372212,-104.856090
8,calumet city,41.615591,-87.529487
20,cassopolis,41.911713,-86.010007
25,vidalia,31.565444,-91.425950
50,dell rapids,43.826084,-96.706161
10,ludington,43.955282,-86.452583
43,patterson,37.471600,-121.129656
15,newland,36.087348,-81.927336
42,la center,45.862337,-122.670379
43,shamokin dam,40.848696,-76.819690
0,waynesburg,39.896464,-80.179230
41,harrison,40.970017,-73.717634
24,green,40.945890,-81.483171
31,barbourville,36.866476,-83.888814
0,pittston,41.325913,-75.789360
41,theodore,30.547694,-88.175280
1,myakka city,27.350039,-82.162561
14,englishtown,40.297332,-74.358204
12,aledo,32.695964,-97.602247
28,maricopa,33.058106,-112.047642
40,bernardsville,40.718712,-74.569324
18,nauvoo,40.550042,-91.384875
20,green bay,44.519159,-88.019826
40,sea girt,40.132059,-74.034581
9,trinity,30.945186,-95.375496
37,hasbrouck heights,40.858155,-74.080697
44,pikeville,37.479267,-82.518763
5,pawtucket,41.878711,-71.382556
41,boyne city,45.216675,-85.013942
24,lilburn,33.890104,-84.142972
22,bartlett,41.995028,-88.185630
21,manville,40.540937,-74.587657
15,charleston,35.297035,-94.036315
42,richmond,45.454111,-94.519989
47,lenexa,38.953617,-94.733571
0,san leandro,37.724930,-122.156077
22,plainsboro township,40.338254,-74.585292
28,oviedo,28.669997,-81.208120
36,chestertown,39.218866,-76.069004
21,smiths falls,44.903748,-76.021619
38,pearl river,41.058985,-74.021806
23,seffner,27.983633,-82.275647
31,grand rapids,42.963360,-85.668086
27,bastrop,30.110495,-97.315270
31,burlington,42.504716,-71.195621
9,belleville,44.162759,-77.383231
24,statham,33.965113,-83.596555
41,urbana,40.108391,-83.752430
8,spicer,45.233020,-94.940009
21,canadian,35.912820,-100.382077
10,paris,33.660939,-95.555513
20,laveen village,33.362823,-112.169317
48,la palma,33.846404,-118.046731
46,naples,26.142036,-81.794810
34,yukon,40.212693,-79.682995
3,mandan,46.826660,-100.889576
15,rutland,43.610624,-72.972606
23,havre,48.549999,-109.684089
29,rye,40.980653,-73.683740
46,pontiac,42.638922,-83.291047
47,wilmington,34.225725,-77.944710
44,eatonton,33.326800,-83.388496
46,hays,38.879178,-99.326770
30,perry,32.458206,-83.731572
39,elkland,41.986184,-77.310813
10,ottawa,38.615768,-95.268637
19,globe,33.394222,-110.786498
16,south berwick,43.234529,-70.809502
19,saltillo,25.414012,-101.003311
16,colonia,40.584867,-74.303923
47,montague,42.535528,-72.535344
8,guilderland,42.704357,-73.911643
41,gasburg,36.566936,-77.895747
44,chester,41.362594,-74.271261
35,fayetteville,36.062579,-94.157426
22,covington,30.475470,-90.100911
